GID,ID,Exam,Performance,Grit,Anxiety,Values,Format,planned_schedule,stuck_to_schedule,technology,course_credits,paid_job,extra_curriculars,pressure_balance,cope_balancing,engagement,eng_dummy,comfort_questions,ask_questions,age ,international,major,grad_biology,STEM,grad_STEM
DEIDENTIFIED,DEIDENTIFIED,Exam-2,56,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,92,0.515315964,-3.235708591,1.413972028,Face to Face,2,2,2,16,,8,5,6,71-100%,5,5,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,88.5,-0.286763484,-0.530642242,-0.207468223,Face to Face,2,2,2,14,,10,6,5,31-50%,3,2,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,61,-0.025277822,0.431941569,-1.292932452,Face to Face,2,4,1,15,20,5,6,4,51-70%,4,5,I did not ask questions at all,,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,65,0.158608297,0.801309366,0.484766592,Face to Face,2,2,1,14,0,6,5,5,<10%,1,3,I did not ask questions at all,19,1,2,2,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,117,0.612332437,-1.594601509,1.461210272,Face to Face,1,1,1,14,,2,2,4,71-100%,5,4,Electronically,20,1,2,2,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,83.5,-0.829652351,-1.693287757,-0.436220422,Face to Face,1,1,3,14,,10,3,5,10-30%,2,2,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,85.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,104,0.134839027,-0.93429639,0.386877978,Face to Face,1,2,2,15,0,3,5,5,71-100%,5,5,Small Groups,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,103,0.015946594,-0.000615266,0.356876668,Face to Face,1,2,2,18,,7,3,6,10-30%,2,2,I did not ask questions at all,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,73,-0.265618927,-1.76363059,0.176188871,Face to Face,2,2,1,14,5,5,6,4,31-50%,3,3,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,83.5,0.338523135,-0.351487899,0.59849334,Face to Face,1,2,2,17,,8,6,5,31-50%,3,2,Electronically,20,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,74.5,-0.387799001,1.253839714,-2.701584134,Face to Face,4,5,2,14,,3,6,5,10-30%,2,1,I did not ask questions at all,19,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,82,0.237603855,0.28437912,0.011925812,Face to Face,3,2,1,18,,3,4,6,NA,,3,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,68.5,-0.146678732,0.871652199,0.263959796,Face to Face,2,3,1,9,8,,5,2,31-50%,3,3,Electronically,23,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,73.5,-0.313820397,0.112660832,-1.870340138,Face to Face,2,1,2,17,,10,6,5,<10%,1,4,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,59.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,70,0.660764696,-0.477583714,0.873496808,Face to Face,2,1,1,11,,5,1,5,31-50%,3,5,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,34,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,99.5,0.360045088,-3.48074118,0.216953337,Face to Face,1,2,1,15,40,,7,7,10-30%,2,2,I did not ask questions at all,21,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,102.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,101.5,0.551357794,0.20000571,0.762976079,Face to Face,2,2,2,14,,2,4,4,10-30%,2,5,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,70.5,0.546110051,0.477846301,1.365807529,Face to Face,2,2,1,15,,20,4,6,71-100%,5,3,Electronically,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,65.5,-0.800203199,0.913092344,1.114026409,Face to Face,2,4,2,18,0,7,6,2,31-50%,3,1,I did not ask questions at all,21,1,2,2,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,72.5,0.267283797,-0.547644287,0.777607559,Face to Face,2,2,2,14,15,28,5,7,71-100%,5,2,Electronically and Small Groups,19,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,100.5,0.655516954,-2.852027956,1.327760719,Face to Face,1,2,1,18,8,,4,6,71-100%,5,3,I did not ask questions at all,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,89,0.551357794,-1.317977024,0.27979793,Face to Face,1,2,1,14,,3,5,5,71-100%,5,5,I did not ask questions at all,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,107,0.370711554,-1.739192489,0.166510931,Face to Face,2,2,1,14,,3,5,5,51-70%,4,5,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,50.5,-1.032270077,-0.112398245,-2.827474694,Face to Face,1,1,1,13,,10,5,2,31-50%,3,5,Electronically,19,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,80,-0.292559603,0.871652199,-0.580374267,Face to Face,3,4,2,16,9,9,6,4,51-70%,4,1,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,116.5,0.836163194,0.586657812,1.461210272,Face to Face,1,2,1,14,,5,5,7,51-70%,4,2,Electronically and In person,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95,0.347673685,0.847214099,0.86686407,Face to Face,1,1,1,13,12,4,7,5,51-70%,4,3,Electronically and Small Groups,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,88.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,96.5,0.492891628,-0.126428822,-1.314228835,Face to Face,1,1,2,13,,,5,6,71-100%,5,1,Electronically and Small Groups,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,33,0.408648328,1.717988444,-2.397652466,Face to Face,2,3,1,15,,18,7,6,NA,,4,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,53,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,39,0.429909122,-1.100354003,1.365807529,Face to Face,2,2,2,18,10,15,6,5,10-30%,2,5,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,69.5,-0.650612204,0.277225325,0.358889995,Face to Face,4,4,2,17,,10,7,2,10-30%,2,1,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95.5,0.325749963,-0.375925999,0.309151917,Face to Face,2,4,4,10,18,5,5,6,71-100%,5,4,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,48.5,-0.077216467,0.716935955,-0.227691496,Face to Face,2,2,2,17,,5,6,3,31-50%,3,3,Electronically and Small Groups,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,48.5,-0.720074469,1.717988444,-0.701660009,Face to Face,4,5,2,14,,12,6,2,<10%,1,1,I did not ask questions at all,21,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,94.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,85,0.440173818,-0.474612247,0.398555283,Face to Face,1,2,1,12,,4,3,5,51-70%,4,4,Electronically and Small Groups,19,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,98.5,0.551357794,1.057683325,0.539077323,Face to Face,1,2,2,14,16,7,4,4,71-100%,5,3,I did not ask questions at all,20,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,88,0.103082747,0.789690983,-1.355081109,Face to Face,5,5,1,13,0,0,7,7,<10%,1,2,I did not ask questions at all,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,98.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,67.5,-0.146726494,NA,0.194999383,Face to Face,5,5,3,14,15,5,5,5,10-30%,2,2,I did not ask questions at all,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,75,0.028719766,1.717988444,0.18630656,Face to Face,2,2,2,17,0,0,7,1,71-100%,5,2,I did not ask questions at all,10,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,80,-0.133174156,0.787278788,0.706059895,Face to Face,2,2,3,14,25,5,7,5,51-70%,4,4,Electronicallyear) arJmall Grounl,24,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,46,-0.716786827,0.825747466,-0.408877905,Face to Face,2,3,2,14,,25,4,5,10-30%,2,4,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,42,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,61,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,88.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,33,-2.268178517,-3.635457424,-2.969189426,Face to Face,1,1,1,7,17,31,1,1,NA,,3,I did not ask questions at all,23,2,1,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,75.5,0.071904283,-2.476717224,-0.382009788,Face to Face,2,1,2,12,,6,3,5,71-100%,5,4,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95,0.235095378,-3.37192967,1.280522475,Face to Face,1,1,1,15,20,10,5,7,71-100%,5,5,Electronically,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,76.5,-0.485430639,-3.417834402,-1.263918117,Face to Face,2,4,1,15,20,16,7,7,31-50%,3,5,I did not ask questions at all,21,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,48,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,93.5,0.441950892,-2.076968391,1.461210272,Face to Face,1,1,1,14,0,,1,1,51-70%,4,2,Electronically,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,67.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,89,0.120671523,0.913092344,1.318569285,Face to Face,2,2,1,14,,1,2,5,71-100%,5,5,Electronicaffy,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,63,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,83.5,0.721739339,-0.470424672,-0.213834524,Face to Face,2,4,2,15,20,5,7,6,31-50%,3,3,Small Groups,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,110,-0.001508552,-1.497131368,-1.244020534,Face to Face,1,1,1,14,,8,5,3,71-100%,5,5,Electronically,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,73,0.064148064,-0.330021266,1.461210272,Face to Face,2,3,2,14,,20,5,5,31-50%,3,3,In person,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,90,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,66.5,0.548849317,1.717988444,0.865937815,Face to Face,2,4,3,15,0,1,6,4,51-70%,4,5,Electronically and Small Groups,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,50.5,0.153073337,0.791184103,NA,Face to Face,3,3,1,14,18,,7,4,31-50%,3,3,I did not ask questions at all,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,75,-0.034763353,0.671031223,0.263473289,Face to Face,2,2,2,14,,,1,3,51-70%,4,3,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,82,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,51,-1.319035578,1.717988444,-0.11206548,Face to Face,5,3,4,17,20,3,5,4,<10%,1,1,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,60.5,-0.126197103,0.958997077,-1.740757053,Face to Face,2,2,1,9,,5,2,4,71-100%,5,4,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,93,0.328471835,-0.392928044,1.461210272,Face to Face,2,2,2,14,,,1,1,NA,,1,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,37.5,-0.574904289,1.717988444,1.175928298,Face to Face,2,4,3,13,,,7,2,10-30%,2,2,Small Groups,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,107.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,78,-0.792494742,-0.042055412,-0.141480187,Face to Face,2,2,2,12,,10,5,4,10-30%,2,4,I did not ask questions at all,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,57.5,0.660764696,1.717988444,0.934971053,Face to Face,2,5,1,14,40,15,7,4,51-70%,4,4,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,97,-0.321576616,-0.846951512,-0.026841146,Face to Face,1,2,3,14,5,14,5,6,51-70%,4,3,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,34.5,-0.584342056,-0.087960145,-0.484971524,Face to Face,2,2,2,14,0,10,5,4,10-30%,2,1,Electronically,,1,2,2,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,99,0.663273173,-0.327049798,1.220680671,Face to Face,1,2,2,16,,15,5,5,51-70%,4,3,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,105,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,40,0.203569888,1.717988444,1.080039048,Face to Face,2,2,2,14,0,10,6,5,51-70%,4,1,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,35,-0.138970275,0.231597605,-1.267843448,Face to Face,2,4,3,12,20,25,7,2,10-30%,2,4,Small Groups,,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95,0.063368899,-2.730119715,0.089551775,Face to Face,2,2,1,15,6,4,3,5,51-70%,4,4,I did not ask questions at all,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,40.5,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,81.5,-0.000729386,-0.980201122,-0.015589628,Face to Face,2,2,2,14,18,4,5,4,51-70%,4,1,Electronically and Small Groupr,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,68.5,0.304489168,-2.897932689,-0.82231663,Face to Face,1,4,1,14,,20,4,6,51-70%,4,3,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,86.5,0.533336879,-3.238680059,1.318569285,Face to Face,1,1,1,12,0,0,2,6,71-100%,5,1,Electronically,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,60,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,69,0.777697028,0.958997077,1.269918279,Face to Face,1,2,2,16,15,10,6,7,71-100%,5,5,Electronically,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,83,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,85.5,0.384995294,-2.392343814,0.069695426,Face to Face,2,2,2,16,0,7,3,5,71-100%,5,3,I did not ask questions at all,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,51,-0.378484451,1.717988444,0.762976079,Face to Face,4,4,4,17,10,18,7,3,10-30%,2,5,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,104.5,0.203569888,-0.583423757,0.079813115,Face to Face,2,2,2,15,,15,3,6,31-50%,3,3,Electronically,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,43,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,84.5,0.116818112,0.934558977,-0.207954729,Face to Face,4,5,1,18,,3,3,5,10-30%,2,4,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,34,0.541093098,-0.980201122,0.080786128,Face to Face,2,3,2,13,15,5,5,4,51-70%,4,2,Electronically,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,63,0.330997705,-0.477583714,-1.306142101,Face to Face,2,2,2,13,,8,7,7,51-70%,4,3,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,81.5,-0.341326842,-0.186646393,0.091431557,Face to Face,2,4,4,15,0,30,6,5,31-50%,3,3,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,86.5,-0.539475991,1.408555957,1.31949554,Face to Face,4,5,3,16,25,10,7,3,51-70%,4,2,I did not ask questions at all,21,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,88.5,-0.480182897,-0.020588779,-0.015589628,Face to Face,4,4,1,15,,15,5,5,31-50%,3,5,Electronically ,19,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,70,-0.292559603,0.692497855,-0.166862717,Face to Face,2,3,3,12,15,40,5,5,51-70%,4,4,Small Groups,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,65,-0.716007661,-0.95873449,-0.994519178,Face to Face,3,4,2,16,9,2,5,4,31-50%,3,5,I did not ask questions at all,22,1,2,2,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,77.5,0.653008477,-1.0431079,-1.725140455,Face to Face,1,2,1,17,,0,5,6,31-50%,3,2,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,104.5,0.176629212,-0.150866922,0.638011774,Face to Face,3,2,2,14,,5,3,4,51-70%,4,1,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,53,0.186328139,1.321211079,-0.808180725,Face to Face,3,2,1,14,8,3,5,3,31-50%,3,2,I did not ask questions at all,,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,58,-0.294806921,-0.2382118,0.636599013,Face to Face,3,4,1,15,12,,3,6,31-50%,3,3,Electronically,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,97.5,-1.156008482,1.253839714,0.232559686,Face to Face,4,5,4,12,0,3,7,1,<10%,1,5,I did not ask questions at all,20,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,70,NA,NA,NA,Face to Face,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,104,-0.036205447,-1.913882246,0.85426051,Face to Face,1,2,2,13,30,0,7,7,51-70%,4,3,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,79.5,-1.325610862,-1.974099816,-2.167240554,Face to Face,3,4,1,16,10,5,7,4,<10%,1,3,I did not ask questions at all,21,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,82,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,24,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,42,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,84.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,50.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,81.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,27,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,85.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,40,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,69,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,41,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,0,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,59.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,0,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,59.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,75,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,43.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,56.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,68,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,50,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,84.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,36,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,107.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,84,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,88.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,95.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,13,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,55,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,46.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,65,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,96,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,22,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,0,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,53,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,94,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,50.5,NA,NA,NA,NA,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,71,NA,NA,NA,Online,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,57,NA,NA,NA,Online,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,61.5,NA,NA,NA,Online,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,81,0.161116774,-2.852027956,1.222680035,Online,2,4,1,16,,15,3,7,31-50%,3,3,Electronically,20,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,100.5,0.607315483,-1.805070735,0.715737835,Online,2,4,1,16,,8,5,6,51-70%,4,5,Electronically,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,50.5,0.197372,0.154100977,1.461210272,Online,2,2,2,15,,5,6,5,71-100%,5,2,I did not ask questions at all,19,1,2,2,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,77,NA,NA,NA,Online,,,,,,,,,NA,,,,,,,,,
DEIDENTIFIED,DEIDENTIFIED,Exam-2,64.5,0.113578232,-0.779580146,-1.273109551,Online,2,2,1,3,40,10,2,7,31-50%,3,5,I did not ask questions at all,24,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,67.5,-0.250106488,1.609176933,-0.410877269,Online,4,4,2,17,,3,2,4,51-70%,4,1,Electronically,20,1,1,1,1,1
DEIDENTIFIED,DEIDENTIFIED,Exam-2,100,-0.009264771,-1.717725857,-0.110992371,Online,2,2,1,14,,15,3,6,51-70%,4,3,I did not ask questions at all,19,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,54.5,-1.463474355,1.5632722,0.770535072,Online,3,4,2,14,20,,7,2,71-100%,5,5,I did not ask questions at all,21,1,1,1,2,2
DEIDENTIFIED,DEIDENTIFIED,Exam-2,55,NA,NA,NA,Online,,,,,,,,,NA,,,,,,,,,
